Categoria,Nombre del Articulo,Autor(es),Pais,Año publicacion,Cantidad de citas,Tipo documento,DOI,Revista/Conferencia,Volumen,Numero,Paginas,URL,Editorial,Palabras Indexadas,Resumen 3 lineas,Justificación categoría
Meso,"Cyber-DRIVE: Dynamic Risk Versatile Engine for Cyber Security Risk Analysis, Situational Awareness and Incident Response",Solari S.; Pedrotti U.; Castelli E.; Ceccoli G.; Oneto A.; Russo E.,Italy,2025,0,Conferencia,,CEUR Workshop Proceedings,3962,,,https://www.scopus.com/pages/publications/105005824952?origin=resultslist,CEUR-WS,"Cyber Threat Intelligence, Cybersecurity Ontology, Dynamic Risk Analysis, Kill Chain Generation, Markov Decision Process, Security Mechanisms, Situational Awareness, Threat Propagation, Cyber attacks, Intelligent systems, Markov processes, Risk analysis, Cybe threat intelligence, Cyber security, Cyber threats, Dynamic risk analyze, Dynamic risks, Kill chain, Markov Decision Processes, Ontology's","In dynamic and regulated critical environments, continuously assessing cyber risks is essential for effective situational awareness and decision-making. While methodologies like Security Risk Analysis (SRA) and Threat Assessment and Remediation Analysis (TARA) provide structured approaches, they often lack dynamic updates, real-time threat modeling, and advanced visualization capabilities. This paper introduces Cyber-DRIVE, a novel framework for dynamic risk analysis, incident response, and situational awareness.","Clasificado como Meso por coincidencias en metadatos: incident response, business, soc, process, processes, decision making."
Meso,European framework and proofs-of-concept for the intelliGent aUtomAtion of cybeR Defence Incident mAnagemeNt,Garcia Cid M.I.; Gil Perez M.; Jorquera Valero J.M.; Lopez Martinez A.; Maestre Vidal J.; Martinez Perez G.; Garcia L.M.; Plaza F.M.; Nespoli P.; Galindo J.P.; Ramon Y Cajal Ramo P.J.; Rodriguez Lopez F.A.; Sanchez Sanchez P.M.; Sotelo Monge M.A.,Spain,2023,0,Conferencia,10.23919/JNIC58574.2023.10205559,"2023 JNIC Cybersecurity Conference, JNIC 2023",,,,https://www.scopus.com/pages/publications/85168999556?origin=resultslist,Institute of Electrical and Electronics Engineers Inc.,"Artificial Intelligence, Cyber defence, Incident management, Automation, Cybersecurity, Decision making, Automatic Detection, Automatic response, Cyber-defense, Defense response, Incident response, Intelligent automation, Proof of concept, Security challenges, Semi-automatics, detection, framework","Artificial Intelligence and Automation are revolutionizing cyber defence and incident response by addressing traditional inefficiencies and enabling faster and easier incident resolutions. However, challenges arise in cyber response. The European framework and proofs-of-concept for the EUGUARDIAN project aims to develop a reliable AI-based solution focusing on semi-automatic or automatic detection, mitigation, and response to security challenges, supporting analysts and decision-makers, enhancing cyber situational awareness and military infrastructure resilience.","Clasificado como Meso por coincidencias en metadatos: management, incident management, decision making, incident response."
Meso,Dynamic Playbooks Quality Metrics,Zolotarev V.; Oleynikova A.; Zakhir B.,Russian Federation,2024,1,Conferencia,10.1109/SmartIndustryCon61328.2024.10516048,"Proceedings - 2024 International Russian Smart Industry Conference, SmartIndustryCon 2024",,,249-254,https://www.scopus.com/pages/publications/85193226888?origin=resultslist,Institute of Electrical and Electronics Engineers Inc.,"continuous detection and response, decision support system, dynamic playbook, incident, information security incidents, investigation, quality metrics, Artificial intelligence, Information management, Security of data, Continuous detections, Control objects, Dynamic controls, Incident response, Quality metrices, Decision support systems, organizational, management, processes, algorithms","The text discusses the challenges and solutions related to dynamic control objects in the task of information security monitoring. New approaches for data collection and analysis, as well as the development of methods for creating dynamic incident response scenarios (playbooks), are highlighted. The focus is on resolving these challenges through the creation of applicable algorithms, models, methods, and security management approaches, including at the level of organizational processes, data handling, and formation of the organization's information security architecture.","Clasificado como Meso por coincidencias en metadatos: organizational, management, incident response, processes, organization."
Macro,A collaborative cybersecurity framework for higher education,Otoom A.A.; Atoum I.; Al-Harahsheh H.; Aljawarneh M.; Al Refai M.N.; Baklizi M.,Jordan,2025,6,Artículo,10.1108/ICS-02-2024-0048,Information and Computer Security,33,3,362-389,https://www.scopus.com/pages/publications/85204036386?origin=resultslist,Emerald Publishing,"Collaboration, Incident Response:, Cybersecurity, Design Science Research (DSR), Higher education, Organizational Learning The-ory (OLT), Decision making, Electronic design automation, Emotional intelligence, Energy policy, Intelligent systems, International cooperation, Knowledge acquisition, Problem solving, Risk management, Structural analysis, Structural dynamics, Systems analysis, Cyber security, Design science research","Purpose: The purpose of this paper is to present the educational computer emergency response team (EduCERT) framework, an integrated response mechanism to bolster national cybersecurity through collaborative efforts in the higher education sector. The EduCERT framework addresses this gap by enhancing cyber security and mitigating cybercrime through collaborative incident management, knowledge sharing and university awareness campaigns. Design/methodology/approach: The authors propose an EduCERT framework following the design science methodology.","Clasificado como Macro por coincidencias en metadatos: countries, national, international, global, sector, policy."
Meso,Enhancing Traffic Incident Management and Regulatory Compliance Using IoT and Itms: A Mumbai Traffic Police Case Study,Salunke S.J.; Bang S.S.,India,2024,5,Conferencia,10.1109/TQCEBT59414.2024.10545276,TQCEBT 2024 - 2nd IEEE International Conference on Trends in Quantum Computing and Emerging Business Technologies 2024,,,,https://www.scopus.com/pages/publications/85204442670?origin=resultslist,Institute of Electrical and Electronics Engineers Inc.,"Artificial Intelligence, City Surveillance System, Computational Intelligenc, Intelligent Transportation Systems, Internet of Things, Mumbai Traffic Management, Advanced traffic management systems, Air traffic control, Decision making, Emergency traffic control, Energy security, Financial markets, Highway administration, Highway traffic control, Information systems, Motor transportation, Nanotechnology, Urban transportation, Incident Management, Incident reports","In the rapidly urbanizing landscape of Mumbai, a megacity confronted with significant traffic management and law enforcement challenges, the deployment of an advanced city surveillance system represents a transformative approach to urban governance. This paper examines the integration of over 11,000 CCTV cameras into the Mumbai Traffic Police's operational framework, covering an area of 438 square kilometers encompassing 41 traffic divisions and 94 police stations. Since its inception in 2016, the system has been pivotal in enhancing safety, order, and mobility within the city, especially amid obstacles such as ongoing infrastructure projects, traffic congestion, accidents, and natural...","Clasificado como Meso por coincidencias en metadatos: management, incident management, governance, decision making, incident response."
Meso,Coordinating Incident Response and Risk Management for Enhanced Cybersecurity: A Comprehensive Analysis,Loganathan S.; Jayaprakash M.; Gunasekaran K.; Shanmugam R.; Vinoth D.; Agoramoorthy M.,India,2025,0,Conferencia,10.1109/ICCDS64403.2025.11209412,"2025 2nd International Conference on Computing and Data Science, ICCDS 2025",,,,https://www.scopus.com/pages/publications/105023825218?origin=resultslist,Institute of Electrical and Electronics Engineers Inc.,"AI in Cybersecurity, Automated Risk Assessment, Cybersecurity, Incident Response, Real-Time Monitoring, Risk Management, Threat Detection, Artificial intelligence, Decision making, Human resource management, Network security, Real time systems, Risk analysis, Risk assessment, Cyber security, Incident Response Management, Real time monitoring, Risks assessments, Risks management, management","The increasing complexity and frequency of cyber threats have made coordinated incident response and risk management essential components of robust cybersecurity frameworks. This research explores the integration of incident response protocols with risk management strategies to enhance the overall cybersecurity posture of organizations. Through a combination of qualitative and quantitative methods, including case studies, interviews with cybersecurity professionals, and analysis of security incident reports, this study investigates how effective collaboration between these two domains can mitigate the impacts of cyber incidents and improve recovery times.","Clasificado como Meso por coincidencias en metadatos: management, incident response, risk management, decision making, process."
Micro,Incident Response in Smart Agriculture: An MQTT Case Study,Rudrakar S.; Rughani P.H.; Sadineni L.,India,2024,1,Conferencia,10.1109/ICCCNT61001.2024.10723835,"2024 15th International Conference on Computing Communication and Networking Technologies, ICCCNT 2024",,,,https://www.scopus.com/pages/publications/85212833348?origin=resultslist,Institute of Electrical and Electronics Engineers Inc.,"Agricultural Internet of Things (Ag-IoT), Incident Response Model, Internet of Things, IoT Security, MQTT Protocol, Smart Agriculture, Quality of service, Agricultural internet of thing, Agriculture systems, Case-studies, Incident response, Internet of thing security, Message queuing telemetry transport protocol, Response model, Smart agricultures, Transport protocols, impact, management, decision making, algorithms","The integration of Internet of Things (IoT) technology into agriculture has significantly enhanced farm management and productivity. The Message Queuing Telemetry Transport (MQTT) protocol, pivotal in this transformation, facilitates communication among IoT devices and decision making systems. Being a cost-effective and time-effective system, Ag-IoT is prone to attacks due to its inherent vulnerabilities and weak security policies.","Clasificado como Micro por coincidencias en metadatos: algorithms, model, machine learning, datasets."
Micro,A Deep Learning-Based Dual-Model Framework for Real-Time Malware and Network Anomaly Detection with MITRE ATT&CK Integration,Migara H.M.S.; Sandakelum M.D.B.; Maduranga D.B.W.N.; Kumara D.D.K.C.; Fernando H.; Abeywardena K.,Sri Lanka,2025,1,Artículo,10.14569/IJACSA.2025.0160728,International Journal of Advanced Computer Science and Applications,16,7,267-272,https://www.scopus.com/pages/publications/105015663861?origin=resultslist,Science and Information Organization,"Cybersecurity, deep learning, feedforward neu-ral network, generative adver-sarial networks, malware detection, MITRE ATT&CK, Anomaly detection, Computer viruses, Intrusion detection, Learning systems, Network security, Neural networks, Open systems, Cyber security, Feed forward, Generative adver-sarial network, Network anomaly detection, Real- time, Threat detection, organization","The contemporary world of high connectivity in the digital realm has presented cybersecurity with more advanced threats, such as advanced malware and network attacks, which in most cases will not be detected using traditional detection tools. Static cybersecurity tools, which are traditional, often fail to deal with dynamic and hitherto unseen attacks, including signature-based antivirus systems and rule-based intrusion detection. To ad-dress this issue, we would suggest a two-part, AI-powered solution to cybersecurity which would allow real-time threat detection on an endpoint and a network level.","Clasificado como Micro por coincidencias en metadatos: model, deep learning, detection, anomaly detection, malware, framework."
Meso,LINKING EXPLOITS FROM THE DARK WEB TO KNOWN VULNERABILITIES FOR PROACTIVE CYBER THREAT INTELLIGENCE: AN ATTENTION-BASED DEEP STRUCTURED SEMANTIC MODEL1,Samtani S.; Chai Y.; Chen H.,United States,2022,71,Artículo,10.25300/MISQ/2022/15392,MIS Quarterly: Management Information Systems,46,2,911-946,https://www.scopus.com/pages/publications/85180129352?origin=resultslist,University of Minnesota,"cybersecurity, cybersecurity analytics, dark web, design science, hacker forums, online hacker community, Deep learning, Denial-of-service attack, Design, Personal computing, Risk management, SCADA systems, Semantics, Cyber security, Cyber threats, Cybersecurity analytic, Hacker communities, Hacker forum, Semantic modelling, global","Black hat hackers use malicious exploits to circumvent security controls and take advantage of system vulnerabilities worldwide, costing the global economy over $450 billion annually. While many organizations are increasingly turning to cyber threat intelligence (CTI) to help prioritize their vulnerabilities, extant CTI processes are often criticized as being reactive to known exploits. One promising data source that can help develop proactive CTI is the vast and ever-evolving Dark Web.","Clasificado como Meso por coincidencias en metadatos: management, incident response, processes, risk management."
Micro,"Ai/ml in security orchestration, automation and response: Future research directions",Kinyua J.; Awuah L.,United States,2021,68,Artículo,10.32604/iasc.2021.016240,Intelligent Automation and Soft Computing,28,2,527-545,https://www.scopus.com/pages/publications/85104849905?origin=resultslist,Tech Science Press,"Deep learning, Deep reinforcement learning, Incident response, Machine learning, Security automation, Security management, Security orchestration, Security orchestration and automation, SOAR, industry, soc, processes, detection, threat detection","Today’s cyber defense capabilities in many organizations consist of a diversity of tools, products, and solutions, which are very challenging for Security Operations Centre (SOC) teams to manage in current advanced and dynamic cyber threat environments. Security researchers and industry practitioners have proposed security orchestration, automation, and response (SOAR) solutions designed to integrate and automate the disparate security tasks, processes, and applications in response to security incidents to empower SOC teams. The next big step for cyber threat detection, mitigation, and prevention efforts is to leverage AI/ML in SOAR solutions.","Clasificado como Micro por coincidencias en metadatos: machine learning, deep learning, detection, threat detection."
Micro,"Harmonizing paradoxical tensions in SOCs: A Strategic model for integrating AI, automation, and human expertise in cyber defense and incident response",Saadallah M.; Shahim A.; Khapova S.,Netherlands,2025,0,Conferencia,10.24251/hicss.2025.738,Proceedings of the Annual Hawaii International Conference on System Sciences,,,6171-6180,https://www.scopus.com/pages/publications/105005142692?origin=resultslist,IEEE Computer Society,"Artificial Intelligence, Automation, Cybernetics, Paradoxical Tensions, Security Operations Centers, Artificial life, Cyber attacks, Decision theory, Intelligent computing, Neural networks, Risk perception, Robotics, Cyber-attacks, Cyber-defense, Defense response, Human expertise, Incident response, Paradoxical tension, Private industries, Research advances","Security operations centers (SOCs) from public and private industries are under pressure to cope with the surge of cyberattacks, making paradoxical tensions in strategic navigation within security operations centers (SOCs) a priority. Our research advances our understanding of ambidexterity in the cybersecurity field and introduces an equilibrium path for adaptability, consistency, expediency, and authority paradoxes through the strategic integration of artificial intelligence (AI), automation, and human expertise. We developed a conceptual model that incorporates insights from the identified paradoxical tensions, cybernetic, organizational paradox, complexity, and decision-making theories,...","Clasificado como Micro por coincidencias en metadatos: model, artificial intelligence."
Micro,A Conceptual Framework to Leverage Heuristics for Effective Human-Machine Collaboration in Incident Handling,Gurabi M.A.; Mansoor M.U.; Matzutt R.; Mandal A.; Decker S.,Germany,2025,0,Conferencia,10.1007/978-3-031-87760-5_3,Lecture Notes in Computer Science,15595 LNCS,,18-35,https://www.scopus.com/pages/publications/105012919945?origin=resultslist,Springer Science and Business Media Deutschland GmbH,"Human-machine Teaming, Incident Handling, Incident Response, Cybersecurity, Decision making, Learning systems, Machine learning, Man machine systems, Phishing, Conceptual frameworks, Cyber security, High-accuracy, Human-machine, Human-machine collaboration, Levels of automation, Machine-learning, Heuristic methods, process, model, classification","Managing cybersecurity incidents increasingly depends on advanced levels of automation. However, human involvement remains essential due to the need for high accuracy and the risk of severe damage. Therefore, incident response requires a high degree of human-machine teaming to both simplify the complexity of modern incident handling tasks and ensure a reliable decision-making process.","Clasificado como Micro por coincidencias en metadatos: framework, model, machine learning, classification, detection, phishing."
Micro,UrbanSense: A Multimodal Spatio-Temporal Neural Framework for Real-Incident Detection and Response Prioritization in Smart Cities,Preethi M.S.; Sarnika Raj D.; Vedhavathy T.R.,India,2026,0,Conferencia,10.1109/ICMSCI67830.2026.11469758,"Proceedings of 2nd International Conference on Multi-Agent Systems for Collaborative Intelligence, ICMSCI 2026",,,1587-1592,https://www.scopus.com/pages/publications/105037952713?origin=resultslist,Institute of Electrical and Electronics Engineers Inc.,"Emergency Response, Incident Detection, Public Safety, Real-time Monitoring, Situational Awareness, Smart Cities, Urban Intelligence, Civil defense, Constrained optimization, Decision making, Emergency services, Emergency traffic control, Highway accidents, Highway traffic control, Intelligent systems, MATLAB, Visual analytics, Incident response, Multi-modal, Prioritization","This MobileNet-powered incident detection and prioritization of response to different incidents in a smart city setup through MATLAB and camera images in real-time. The system takes advantage of the low and compressed MobileNet framework to introduce on-the-fly categorization of urban incidents as standard or irregular, such as road accidents, traffic jam, and unauthorized usage. The model supports a high detection accuracy with a low computational complexity by using optimized depthwise separable convictions and transfer learning, allowing it to run in resource- and edge-constrained devices.","Clasificado como Micro por coincidencias en metadatos: detection, framework, model."
Micro,Influence diagrams in cyber security: Conceptualization and potential applications,Chockalingam S.; Maathuis C.,Netherlands,2023,1,Conferencia,10.34190/eccws.22.1.1303,"European Conference on Information Warfare and Security, ECCWS",2023-June,,124-131,https://www.scopus.com/pages/publications/85167602153?origin=resultslist,Curran Associates Inc.,"Cyber security, Decision making, Graphical model., Incident response, Influence diagrams, Artificial intelligence, Bayesian networks, Computer crime, Crime, Cybersecurity, Decision support systems, Graphic methods, Network security, Cyber-attacks, Decisions makings, Emerging technologies, Influence diagram, Informed decision, Securities analysts","Over the last years, cyber-Attacks are increasing in organizations especially due to the use of emerging technologies and transformation in terms of how we work. Informed decision-making in cyber security is critical to prevent, detect, respond, and recover from cyber-Attacks effectively and efficiently. In cyber security, Decision Support System (DSS) plays a crucial role especially in supporting security analysts, managers, and operators in making informed decisions.","Clasificado como Micro por coincidencias en metadatos: model, artificial intelligence."
Micro,Cross-Attention Feature Fusion for Interpretable Zero-Day MalwareDetection,Aljarrah N.; Shehadeh H.H.; Obeidat R.A.; Tawfik M.,Jordan,2026,2,Artículo,10.19139/soic-2310-5070-2900,"Statistics, Optimization and Information Computing",15,3,2164-2178,https://www.scopus.com/pages/publications/105029956072?origin=resultslist,International Academic Press,"Cross-Attention, Cybersecurity, Explainable AI, Feature Fusion, Malware Detection, Zero-Day Attacks, international, global, incident response, processes, models, machine learning, deep learning, artificial intelligence, classification, detection, malware, datasets, framework","The exponential proliferation of sophisticated zero-day malware variants poses critical challenges to traditional signature-based detection systems, necessitating advanced machine learning approaches that combine high-performance classification with transparent decision-making processes. While existing deep learning models achieve remarkable accuracy in malware detection, their black-box nature severely limits adoption in critical cybersecurity applications where interpretability is paramount for threat analysis and incident response. This work presents a novel cross-attention feature fusion architecture integrated with comprehensive explainable artificial intelligence (XAI) techniques for...","Clasificado como Micro por coincidencias en metadatos: models, machine learning, deep learning, artificial intelligence, classification, detection."
Meso,AI-Augmented SOC: A Survey of LLMs and Agents for Security Automation,Srinivas S.; Kirk B.; Zendejas J.; Espino M.; Boskovich M.; Bari A.; Dajani K.; Alzahrani N.,United States,2025,7,Artículo,10.3390/jcp5040095,Journal of Cybersecurity and Privacy,5,4,95,https://www.scopus.com/pages/publications/105025932451?origin=resultslist,Multidisciplinary Digital Publishing Institute (MDPI),"AI agent, cybersecurity automation, human-AI collaboration, Large Language Models, security operation center, management, incident response, soc, processes, model, models, artificial intelligence, detection","The increasing volume, velocity, and sophistication of cyber threats have placed immense pressure on modern Security Operations Centers (SOCs). Traditional rule-based and manual processes are proving insufficient, leading to alert fatigue, delayed responses, high false-positive rates, analyst dependency, and escalating operational costs. Recent advancements in Artificial Intelligence (AI) offer new opportunities to transform SOC workflows through automation and augmentation.","Clasificado como Meso por coincidencias en metadatos: soc, management, incident response, processes."
Micro,The Integration of Stream Data Models in Modern Transportation Networks,Naval P.; Jain S.K.; Krishna K.G.,India,2023,1,Conferencia,10.1109/ICTBIG59752.2023.10456023,"3rd IEEE International Conference on ICT in Business Industry and Government, ICTBIG 2023",,,,https://www.scopus.com/pages/publications/85189242290?origin=resultslist,Institute of Electrical and Electronics Engineers Inc.,"Commuter Satisfaction, Data Accuracy, Dynamic Routing, Environmental Impact, Incident Response, Network Efficiency, Predictive Analytics, Real-Time Data Processing, Transportation Networks, Application programs, Data mining, Decision making, Digital storage, Traffic control, Travel time, Urban transportation, Stream data, Transport networks, Transportation network, Wait time","The study proposal proposes an innovative strategy for managing modern transport networks, with an emphasis on the coordinated use of analytics, real-time data processing, and dynamic decision-making utilizing stream data models. To create a solid infrastructure for real-time data analysis, it is required to use a diverse set of data sources, such as sensors, GPS devices, traffic cameras, and mobile application software. A strategy for reaching this goal is described below.","Clasificado como Micro por coincidencias en metadatos: models, algorithms, machine learning, artificial intelligence, prediction, detection."
Micro,Explainable AI and Block chain for Cyber Resilient Online Retail: A Framework for Enhanced Security and Trust,Syed Abuthahir S.; Jagan Naik G.; Damodhar Rao K.; Venkata Naga Ramesh J.; Jangir P.; Prasanth Kumar K.,India,2025,0,Artículo,,IAENG International Journal of Computer Science,52,9,3237-3249,https://www.scopus.com/pages/publications/105016094129?origin=resultslist,International Association of Engineers,"Blockchain technologies, Cyber resilience, Explainable deep learning, Online retailing platforms, Operations continuity, Behavioral research, Cybersecurity, Decision making, Deep learning, Network security, Block-chain, Blockchain technology, Cybe resilience, Decisions makings, Online retailing, Online retailing platform, Online retails, Operation continuity, Security and trusts, national","Online retail platforms frequently encounter challenges such as cyberattacks, data breaches, device malfunctions, and operational disruptions. These issues have intensified in recent years, highlighting the urgent need for businesses to prioritize resilience. Traditional cybersecurity systems are increasingly ineffective against sophisticated cyber threats.","Clasificado como Micro por coincidencias en metadatos: framework, deep learning, detection, datasets."
Meso,Incident Response ChatOps Bot with Automated Dynamic Playbooks for Threat Mitigation,Decha N.; Chantakhad A.; Ponglimagorn P.; Imsaard S.; Fugkeaw S.,Thailand,2026,0,Conferencia,10.1109/KST67832.2026.11432408,KST 2026 - 18th International Conference on Knowledge and Smart Technology,,,652-658,https://www.scopus.com/pages/publications/105036830399?origin=resultslist,Institute of Electrical and Electronics Engineers Inc.,"automation, ChatOps bot, dynamic playbook, Gemini, incident response, threat mitigation, Artificial intelligence, Behavioral research, Bot (Internet), Botnet, Chatbots, Decision making, Intelligent agents, Markup languages, Network security, Application security, Chat-based operation bot, Common vulnerabilities and exposures, Cyber-attacks, Geminus","Cyberattacks have become increasingly complex, exploiting vulnerabilities such as those listed in the Open Worldwide Application Security Project (OWASP) Top 10 to compromise systems and delay response times. Traditional incident response (IR) still depends heavily on manual procedures, which are prone to human error and slow mitigation. To address this challenge, this project proposes an AI-driven ChatOps (chat-based operations) Incident Response Bot that integrates automation, dynamic playbooks, and human-in-the-loop decision-making.","Clasificado como Meso por coincidencias en metadatos: incident response, organizational, decision making."
Micro,South East Water holistic catchment based monitoring and operational modelling,,,2022,0,Conferencia,,"Hydrology and Water Resources Symposium, HWRS 2022",,,590-598,https://www.scopus.com/pages/publications/85150621750?origin=resultslist,Engineers Australia,"Decision Support Systems, Incident Management, Managing discharge of contaminated water, Predictive Operational Models, Real-time Event Forecasting and Warning, Artificial intelligence, Catchments, Decision making, Hazardous materials spills, Real time systems, Runoff, Water pollution, Weather forecasting, Contaminated water, Operational modeling, Predictive operational model, Pump station, Real- time, Time event, Toolsets","Elster Creek is a low-lying coastal catchment that historically suffered from surcharging, localised spills, and discharge to emergency relief structures (ERS) during extreme weather events. Previously, South East Water (SEW) had no means of prediction or early warning for these events; as a result, intervention could not be taken to mitigate the consequences. In addition to wet weather issues at Elster Creek, the whole of SEW network experiences occasional pump station power failures and dry weather pipe blockages.","Clasificado como Micro por coincidencias en metadatos: model, models, artificial intelligence, prediction, detection."
Micro,XAINTRUDER: An Explainable Deep Neural Network-Based Intrusion Detection System for Real-Time Cyber Threats,Rasmika G.V.; Madhumathi C.S.; Srinivasan L.; Suganya R.T.; Savithadevi T.,India,2025,0,Conferencia,10.1109/ICRTEECT67512.2025.11448726,"ICRTEECT 2025 - 2nd International Conference on Recent Trends in Electrical, Electronics and Computing Technologies",,,,https://www.scopus.com/pages/publications/105037329786?origin=resultslist,Institute of Electrical and Electronics Engineers Inc.,"Adversarial Training, Concept Drift Detection, Deep Neural Networks (DNN), Explainable Artificial Intelligence (XAI), Graph Attention Network (GAT), Intrusion Detection System (IDS), Temporal Convolutional Network (TCN), Computation theory, Computer crime, Convolution, Convolutional neural networks, Intrusion detection, Network architecture, Network intrusion, Network security, Concept drifts, Convolutional networks, Deep neural network, Graph attention network, Intrusion detection system","Deep Neural Networks (DNN)-based Intrusion Detection Systems (IDS) can identify advanced cyber threats with high precision but are typically opaque, which restricts the implementation of these systems in operational Security Operations Center (SOCs). Lack of transparency lowers the confidence of the analyst and prevents the efficient incident response. The paper presents the explainable DNN-based IDS named XAINTRUDER, which is a system of real-time cyber threat detection, which combines high classification with multi-level explainability.","Clasificado como Micro por coincidencias en metadatos: neural network, detection, intrusion detection, model, models, artificial intelligence."
Micro,Integrating Artificial Intelligence and Zero Trust Principles in Cloud Forensics and Incident Response: A Comprehensive Review,Kaur B.; Gupta S.,India,2025,0,Conferencia,10.1109/ISCS69371.2025.11386291,"2nd International Conference on Intelligent Systems for Cybersecurity, ISCS 2025",,,,https://www.scopus.com/pages/publications/105034869481?origin=resultslist,Institute of Electrical and Electronics Engineers Inc.,"Artificial Intelligence, Cloud Forensics, Cloud Security, Cyber Resilience, Digital Forensics, Forensic Automation, Incident Response, Machine Learning, Threat Detection, Zero Trust Security, Computer crime, Computer forensics, Decision making, Electronic crime countermeasures, Forensic engineering, Learning systems, Network security, Trusted computing, Cloud securities, Cybe resilience","The rapid expansion in the domain of cloud computing has significantly changed digital infrastructures by improving scalability, flexibility, and cost-effectiveness. However, this evolution has introduced new caveats for digital forensics because of data distribution, changing environments, and multi-tenant architecture. This paper presents the AI-driven Zero Trust Cloud Forensics and Incident Response (AIZT-CFIR) framework.","Clasificado como Micro por coincidencias en metadatos: artificial intelligence, machine learning, detection, threat detection, framework."
Micro,"Reinforcement Learning with AI for Autonomous Incident Response in DevSecOps: Using RL Agents to Detect, Classify, and Mitigate Security Threats in Cloud-Native DevOps Environments",Gunawat C.; Nankani J.S.; Gupta R.K.,United States,2026,0,Conferencia,10.1007/978-3-032-14044-9_30,Lecture Notes in Networks and Systems,1772 LNNS,,366-381,https://www.scopus.com/pages/publications/105030869704?origin=resultslist,Springer Science and Business Media Deutschland GmbH,"Autonomous incident response, Reinforcement learning, Threat detection, Autonomous agents, Decision making, DevOps, Intelligent agents, Security systems, Artificial intelligence learning, Incident response, Learning frameworks, Machine-learning, Reinforcement learning agent, Reinforcement learning approach, Reinforcement learnings, Security threats, process, machine learning, artificial intelligence, detection","In this paper, we provide a complete framework to operationalize security automation in DevSecOps utilizing Artificial Intelligence (AI) and Machine Learning (ML) with a focus on Reinforcement Learning (RL) approaches. The paper describes the development of a RL framework to enable autonomous and adaptive incident response in a Cloud-native environment. Our RL-based framework utilizes intelligent agents that discover, classify, and mitigate security threats autonomously and learn, improve, and apply their detection and response abilities in the continuous learning process autonomously.","Clasificado como Micro por coincidencias en metadatos: machine learning, artificial intelligence, detection, threat detection, framework."
Meso,Improving Cyber Security Incident Response: A Collaborative Tabletop Game Approach,Seiler A.; Lechner U.,Germany,2026,1,Conferencia,10.1007/978-3-031-94924-1_9,IFIP Advances in Information and Communication Technology,742 IFIPAICT,,124-139,https://www.scopus.com/pages/publications/105012918785?origin=resultslist,Springer Science and Business Media Deutschland GmbH,"critical infrastructure, incident response, serious game, tabletop exercise, Decision making, Distributed computer systems, Game design, Human computer interaction, Information systems, Information use, Intelligent systems, Network security, Public works, Cyber security, De facto standard, Game approach, Incident response phase, IT networks, Response process, Security incident","This paper explores the potential of a collaborative tabletop game called Operation Raven to improve incident response processes for critical infrastructure. The game material consists of a game board representing the IT network of a critical infrastructure, various cards, and structured response cards to simulate cyber security incident scenarios. The game introduces hypotheses as a collaborative basis for response actions.","Clasificado como Meso por coincidencias en metadatos: incident response, decision making, process, processes."
Micro,"QuickSAT/SHERLOCK, An AI Architecture For Vehicle Health Management, Fault Detection and Fault Management For Small Satellites",Santangelo A.D.,United States,2026,0,Conferencia,10.2514/6.2026-0790,"AIAA Science and Technology Forum and Exposition, AIAA SciTech Forum 2026",,,,https://www.scopus.com/pages/publications/105031181687?origin=resultslist,"American Institute of Aeronautics and Astronautics Inc, AIAA","Anomaly detection, Aviation, Data handling, Fault detection, Industrial management, Information analysis, Interplanetary flight, Knowledge based systems, Knowledge management, Orbits, Safety engineering, Small satellites, Space platforms, Vehicle detection, Assembly operations, Fault classification, Fault management, Faults detection, In-orbit servicing, Management functions","sci_Zone, Inc is conducting research to develop QuickSAT/SHERLOCK, a system for Vehicle Health Management, Fault Management and Fault Detection with Fault Classification Functions for deep space satellites, human-rated space vehicles, vehicles operating other terrestrial surfaces and small satellites including those in support of In-Orbit Servicing, Assembly and Manufacturing (ISAM) operations and other mission goals. The QuickSAT/Vehicle Management System (VMS) is a flight proven flight management, Vehicle Health Management plus Fault Detection system flown on DARPA and U.S. Space Force flights and scheduled for flights in 2029.","Clasificado como Micro por coincidencias en metadatos: detection, artificial intelligence, classification, anomaly detection, framework, module."
Micro,The role of generative AI in cyber security,Curran K.; Curran E.; Killen J.; Duffy C.,United Kingdom,2024,5,Artículo,10.54517/m.v5i2.2796,Metaverse,5,2,2796,https://www.scopus.com/pages/publications/105004234856?origin=resultslist,Asia Pacific Academy of Science Pte Ltd,"Artificial Intelligence, cybersecurity, GenAI, Generative AI, incident response, processes, machine learning, detection, threat detection","In the ever-evolving landscape of cyber threats, the integration of Artificial Intelligence (AI) has become popular into safeguarding digital assets and sensitive information for organisations throughout the world. This evolution of technology has given rise to a proliferation of cyber threats, necessitating robust cybersecurity measures. Traditional approaches to cybersecurity often struggle to keep pace with these rapidly evolving threats.","Clasificado como Micro por coincidencias en metadatos: machine learning, artificial intelligence, detection, threat detection."
